employee_id,age,department,job_role,education,education_field,monthly_income,job_satisfaction,work_life_balance,env_satisfaction,performance_rating,overtime,years_at_company,years_in_role,years_since_promo,num_companies_worked,distance_from_home,training_last_year,stock_option_level,attrition,dept_enc,role_enc,edu_field_enc,attrition_risk_score,risk_tier
378,32,R&D,Engineer,3,Other,20000.0,4,3,1,3,0,5,0,3,3,7,2,1,0,6,2,4,0.22587029854596807,Low Risk
379,26,R&D,Engineer,4,Human Resources,25100.0,4,2,4,3,0,35,2,2,0,1,2,0,0,6,2,0,0.019235003293294323,Low Risk
380,30,Sales,Engineer,2,Marketing,22000.0,3,3,3,3,0,0,0,6,2,1,1,0,0,7,2,2,0.043052310126477825,Low Risk
381,53,Sales,Analyst,5,Medical,20000.0,4,3,3,3,0,2,0,1,3,14,3,0,0,7,0,3,0.3853270021860136,Medium Risk
382,53,R&D,Engineer,3,Marketing,20000.0,4,4,4,4,1,1,1,0,3,29,3,0,1,6,2,2,0.6284793747813802,High Risk
383,39,Finance,Analyst,1,Marketing,20000.0,2,3,3,3,1,0,0,0,0,1,2,2,0,1,0,2,0.27117728508045064,Low Risk
384,41,Finance,HR Manager,2,Other,20000.0,3,4,3,3,0,6,0,0,2,9,1,0,0,1,3,4,0.2725915359091755,Low Risk
385,30,Finance,Manager,4,Other,20000.0,4,2,3,3,0,21,3,7,3,8,3,1,0,1,4,4,0.07836076998875298,Low Risk
386,45,Engineering,Analyst,3,Medical,20000.0,2,3,1,3,1,9,1,0,3,3,3,2,0,0,0,3,0.25548464201377813,Low Risk
387,33,Engineering,Manager,3,Other,41900.0,2,2,1,3,0,11,0,0,3,2,2,0,0,0,4,4,0.018954880966754583,Low Risk
388,28,Engineering,Engineer,3,Marketing,20000.0,4,4,4,4,1,20,6,0,5,1,2,2,0,0,2,2,0.014219806730587101,Low Risk
389,38,Operations,Director,5,Marketing,20000.0,4,3,3,3,0,5,1,3,4,4,2,0,0,5,1,2,0.20843451988234973,Low Risk
390,33,Finance,Manager,1,Technical Degree,35600.0,3,2,3,3,1,21,9,4,1,12,3,0,0,1,4,5,0.031427013680924175,Low Risk
391,37,Sales,Manager,5,Marketing,20000.0,1,4,3,3,0,6,0,1,3,2,1,0,1,7,4,2,0.5095229604114815,Medium Risk
392,35,R&D,Analyst,2,Medical,20000.0,3,1,4,3,1,1,1,1,3,14,2,2,1,6,0,3,0.8363724867935893,High Risk
393,39,R&D,Analyst,4,Medical,20000.0,4,3,4,3,0,4,0,4,5,1,3,0,0,6,0,3,0.16189953674320695,Low Risk
394,37,Sales,HR Manager,5,Marketing,20000.0,1,4,2,3,0,3,3,0,0,1,2,2,0,7,3,2,0.2203633963670307,Low Risk
395,52,Engineering,HR Manager,3,Technical Degree,20000.0,4,2,1,3,0,4,4,5,3,3,2,2,0,0,3,5,0.22310891448254874,Low Risk
396,42,Engineering,Engineer,3,Technical Degree,24100.0,3,2,4,3,1,24,5,0,2,2,2,0,0,0,2,5,0.01032979989053368,Low Risk
397,33,Legal,HR Manager,5,Life Sciences,20000.0,4,1,3,4,0,10,2,0,2,8,4,2,0,3,3,1,0.08961038783535265,Low Risk
398,40,Engineering,HR Manager,3,Technical Degree,20000.0,4,3,3,3,0,0,0,3,2,6,1,2,0,0,3,5,0.28958942453178244,Low Risk
399,30,Operations,Research Scientist,4,Life Sciences,20000.0,3,4,4,3,0,0,0,4,3,4,2,0,0,5,5,1,0.40694571751278164,Medium Risk
400,35,Engineering,Engineer,4,Life Sciences,20000.0,1,4,4,3,1,10,0,2,2,30,0,0,1,0,2,1,0.7383941266369564,High Risk
401,26,Engineering,Research Scientist,4,Human Resources,20000.0,3,4,2,3,0,7,3,4,3,1,2,2,0,0,5,0,0.145559783904831,Low Risk
402,26,Marketing,Engineer,1,Human Resources,20000.0,3,3,2,3,0,12,0,6,2,5,2,1,0,4,2,0,0.09346691882564144,Low Risk
403,37,R&D,Engineer,5,Medical,20000.0,3,3,2,3,0,3,3,0,0,16,2,3,0,6,2,3,0.29171223539345176,Low Risk
404,23,R&D,Manager,4,Medical,20000.0,4,2,3,4,0,3,2,0,4,5,3,2,0,6,4,3,0.29946361628615903,Low Risk
405,37,Finance,Manager,4,Other,20000.0,4,1,2,3,0,0,0,0,4,1,4,1,1,1,4,4,0.5602142682353018,Medium Risk
406,32,Finance,Engineer,2,Medical,20000.0,4,4,3,3,1,4,4,2,2,2,3,2,0,1,2,3,0.0826136941990864,Low Risk
407,36,R&D,Manager,4,Technical Degree,20000.0,4,4,3,4,0,1,1,0,1,3,2,1,0,6,4,5,0.2155864995599068,Low Risk
408,42,Sales,Engineer,4,Other,20000.0,4,2,4,3,0,4,4,11,1,1,2,2,0,7,2,4,0.20801731442645482,Low Risk
409,45,Engineering,Research Scientist,4,Life Sciences,20000.0,3,2,3,3,0,4,1,3,0,9,1,1,0,0,5,1,0.43412993064253974,Medium Risk
410,39,Marketing,Analyst,4,Other,20000.0,2,4,3,3,0,2,0,0,8,10,4,3,1,4,0,4,0.6058253875340163,High Risk
411,28,HR,Manager,2,Other,20000.0,3,3,3,3,0,2,2,0,1,14,2,2,0,2,4,4,0.3697022422219374,Medium Risk
412,41,R&D,Engineer,3,Other,20000.0,3,3,3,3,0,5,1,5,1,1,5,1,0,6,2,4,0.23607508328380722,Low Risk
413,49,Engineering,Engineer,4,Marketing,20000.0,4,4,3,3,0,7,3,0,3,13,2,0,0,0,2,2,0.17352933655224245,Low Risk
414,38,R&D,Manager,2,Marketing,20000.0,2,4,3,3,1,9,2,5,0,11,2,0,0,6,4,2,0.35094000618894744,Medium Risk
415,22,Finance,Manager,3,Life Sciences,20000.0,3,3,3,3,0,23,0,3,2,6,3,0,0,1,4,1,0.05681569597865124,Low Risk
416,24,Sales,Analyst,2,Marketing,20000.0,3,1,4,2,1,3,0,2,2,15,3,1,1,7,0,2,0.8027072067876122,High Risk
417,39,Engineering,HR Manager,5,Life Sciences,20000.0,1,1,2,3,0,3,0,1,6,14,1,0,1,0,3,1,0.8154828031429686,High Risk
418,33,Engineering,Research Scientist,2,Marketing,57300.0,3,4,2,2,0,0,0,2,8,3,3,2,0,0,5,2,0.034037470783774046,Low Risk
419,56,Sales,Analyst,4,Technical Degree,34500.0,4,4,1,3,0,2,1,5,2,12,1,0,0,7,0,5,0.05556629933572807,Low Risk
420,31,Engineering,HR Manager,1,Other,20000.0,2,4,4,3,1,3,3,0,0,1,3,1,0,0,3,4,0.20320875344447856,Low Risk
421,33,HR,Engineer,2,Other,20000.0,2,4,3,3,0,10,1,6,3,4,2,0,0,2,2,4,0.13547445064699493,Low Risk
422,41,R&D,Manager,2,Other,20000.0,4,3,4,3,1,0,0,1,3,11,2,0,0,6,4,4,0.43656183125644415,Medium Risk
423,22,Sales,Engineer,3,Human Resources,20000.0,2,4,3,3,0,0,0,14,2,19,5,1,1,7,2,0,0.7600971586814196,High Risk
424,43,Sales,Analyst,3,Life Sciences,20000.0,3,3,1,3,1,0,0,0,3,10,2,0,0,7,0,1,0.45876119161633583,Medium Risk
425,33,Operations,Engineer,5,Other,20000.0,3,3,4,3,0,3,3,2,3,4,1,1,0,5,2,4,0.18948874648316122,Low Risk
426,23,Finance,Manager,2,Life Sciences,20000.0,2,2,2,3,0,1,0,0,2,3,2,1,1,1,4,1,0.6041199563147264,High Risk
427,32,R&D,Manager,4,Other,20000.0,3,3,2,3,0,12,6,0,2,3,1,0,0,6,4,4,0.0473080182813026,Low Risk
428,46,Engineering,Analyst,3,Technical Degree,20000.0,3,4,4,3,0,7,0,1,1,4,3,2,0,0,0,5,0.19978696215341935,Low Risk
429,38,Sales,Manager,4,Medical,20000.0,2,3,4,4,1,18,4,1,5,30,3,2,0,7,4,3,0.1896218237233394,Low Risk
430,22,Sales,Engineer,2,Technical Degree,20000.0,1,2,4,3,0,9,0,8,2,22,2,2,0,7,2,5,0.34835473009293794,Medium Risk
431,40,HR,Research Scientist,4,Marketing,20000.0,2,3,4,3,0,2,1,7,0,6,3,1,0,2,5,2,0.3833090761540414,Medium Risk
432,33,Operations,Director,5,Human Resources,26400.0,3,3,2,3,0,0,0,1,3,3,3,1,0,5,1,0,0.03162063337509265,Low Risk
433,37,R&D,Analyst,5,Other,20000.0,4,4,1,3,1,3,3,0,2,3,4,1,0,6,0,4,0.14407116416162802,Low Risk
434,24,Sales,HR Manager,3,Medical,20000.0,2,4,4,3,0,2,1,1,1,1,1,2,0,7,3,3,0.24856523735704145,Low Risk
435,44,Finance,HR Manager,1,Technical Degree,20000.0,4,4,2,3,0,4,3,9,3,1,3,3,0,1,3,5,0.11703814171442878,Low Risk
436,44,Finance,HR Manager,1,Other,20000.0,3,3,3,3,0,3,1,2,3,15,4,1,0,1,3,4,0.5398776724884874,Medium Risk
437,37,Engineering,Manager,4,Life Sciences,20000.0,4,4,2,3,0,3,3,1,0,11,2,1,1,0,4,1,0.4232044194720828,Medium Risk
438,36,Finance,Manager,3,Medical,20000.0,3,4,1,3,0,2,1,1,1,4,6,1,0,1,4,3,0.29239825096958894,Low Risk
439,46,R&D,Manager,4,Marketing,20000.0,3,3,3,3,1,8,0,0,0,7,2,2,1,6,4,2,0.631652628983607,High Risk
440,40,HR,Director,4,Human Resources,23200.0,4,3,3,3,0,6,2,1,3,14,6,1,0,2,1,0,0.0564652559494656,Low Risk
441,33,R&D,Analyst,2,Other,20000.0,2,3,3,3,0,3,0,1,5,12,1,1,0,6,0,4,0.39230974923562956,Medium Risk
442,34,Sales,Engineer,2,Other,28600.0,2,2,4,3,0,1,1,0,2,3,4,1,0,7,2,4,0.05029759025398018,Low Risk
443,40,Marketing,Director,2,Marketing,20000.0,3,2,2,3,0,11,2,0,2,2,3,0,0,4,1,2,0.11961826471613334,Low Risk
444,52,R&D,Director,5,Life Sciences,20000.0,3,3,3,3,1,1,1,2,0,1,2,2,0,6,1,1,0.2773128323184896,Low Risk
445,31,R&D,Research Scientist,4,Technical Degree,20000.0,3,1,3,4,0,30,16,0,5,7,1,1,0,6,5,5,0.06862038362579713,Low Risk
446,32,Engineering,Sales Executive,1,Medical,20000.0,3,3,3,3,0,32,0,0,1,9,2,1,0,0,6,3,0.08542407295685175,Low Risk
447,43,Engineering,Sales Executive,3,Life Sciences,20000.0,4,3,2,3,1,2,2,0,0,5,1,2,0,0,6,1,0.286151413335876,Low Risk
448,31,Engineering,Analyst,3,Life Sciences,20000.0,3,1,3,3,0,0,0,5,2,30,4,1,1,0,0,1,0.839641813908573,High Risk
449,27,Sales,Manager,1,Human Resources,20000.0,4,3,4,3,0,1,0,2,1,2,3,2,0,7,4,0,0.1677389840671638,Low Risk
450,26,Operations,Sales Executive,3,Medical,20000.0,3,1,4,3,0,4,0,4,1,3,4,0,0,5,6,3,0.4533703571730377,Medium Risk
451,49,Sales,Analyst,1,Other,20000.0,2,3,2,3,1,5,1,0,3,2,2,1,0,7,0,4,0.3023539266525119,Medium Risk
452,28,HR,Sales Executive,4,Marketing,20500.0,1,3,4,3,0,6,2,10,1,15,2,2,0,2,6,2,0.06897303449979292,Low Risk
453,33,R&D,Sales Executive,1,Other,20000.0,3,3,4,3,1,3,2,0,3,9,1,1,0,6,6,4,0.27820273854799027,Low Risk
454,22,Engineering,Sales Executive,4,Medical,20000.0,3,3,4,3,1,1,1,0,1,15,6,0,1,0,6,3,0.7050206643639514,High Risk
455,35,Marketing,Sales Executive,4,Marketing,20000.0,3,2,4,3,0,7,7,4,3,4,4,3,0,4,6,2,0.24689343250499182,Low Risk
456,32,R&D,HR Manager,5,Technical Degree,28500.0,1,4,1,3,1,3,0,3,2,2,3,2,0,6,3,5,0.054141571296081416,Low Risk
457,34,Sales,Manager,4,Life Sciences,20000.0,3,3,3,3,1,2,0,2,0,2,3,2,0,7,4,1,0.3372966238821155,Medium Risk
458,32,Finance,Research Scientist,2,Other,20000.0,3,3,3,3,0,13,0,8,2,15,4,1,0,1,5,4,0.16556314428227673,Low Risk
459,36,Engineering,HR Manager,1,Medical,20000.0,4,2,2,3,0,0,0,2,5,1,5,1,0,0,3,3,0.34045310990640437,Medium Risk
460,34,Sales,Director,3,Technical Degree,20000.0,3,4,4,3,1,6,1,3,2,9,2,1,0,7,1,5,0.38229669997303006,Medium Risk
461,34,Sales,Analyst,4,Other,20000.0,4,3,3,3,0,13,5,0,2,4,1,0,0,7,0,4,0.03858219664062638,Low Risk
462,29,R&D,HR Manager,2,Life Sciences,22200.0,2,4,2,3,0,4,4,1,5,5,3,1,0,6,3,1,0.029821131054955395,Low Risk
463,29,R&D,Analyst,4,Medical,20000.0,4,2,3,3,0,2,0,6,1,30,2,0,1,6,0,3,0.7476351405872983,High Risk
464,43,R&D,Analyst,4,Technical Degree,28800.0,4,2,2,3,0,5,1,6,1,2,1,1,0,6,0,5,0.018694943026095895,Low Risk
465,34,Marketing,Analyst,2,Human Resources,32500.0,3,3,2,3,0,1,1,5,2,30,3,3,0,4,0,0,0.08328247476361895,Low Risk
466,46,Engineering,Engineer,4,Other,20000.0,3,4,4,3,0,6,1,0,0,5,2,2,0,0,2,4,0.2494607401285687,Low Risk
467,32,R&D,Research Scientist,3,Medical,20000.0,4,2,2,3,0,1,0,2,0,18,2,0,0,6,5,3,0.6463386312020326,High Risk
468,30,Engineering,Research Scientist,1,Life Sciences,20000.0,2,1,4,3,1,4,1,2,5,4,1,1,0,0,5,1,0.45301311764370134,Medium Risk
469,45,Legal,Research Scientist,3,Other,22200.0,4,4,4,3,1,0,0,0,3,3,2,2,0,3,5,4,0.025697837981087095,Low Risk
470,34,Sales,Research Scientist,5,Other,20000.0,4,4,4,3,0,15,0,2,3,4,5,0,0,7,5,4,0.050065122396916656,Low Risk
471,33,Sales,Director,3,Marketing,20000.0,3,4,3,3,1,8,2,1,5,9,1,1,0,7,1,2,0.2218479735092856,Low Risk
472,32,Sales,HR Manager,2,Other,20000.0,3,3,4,3,0,2,2,0,8,11,2,0,0,7,3,4,0.295222449140412,Low Risk
473,48,HR,Sales Executive,2,Human Resources,26500.0,1,2,3,4,0,10,1,0,3,27,1,0,0,2,6,0,0.04273398792050728,Low Risk
474,36,R&D,Engineer,4,Other,20000.0,4,4,3,3,0,1,1,2,5,3,2,0,0,6,2,4,0.3021482235052047,Medium Risk
475,41,HR,Manager,2,Technical Degree,20000.0,3,2,3,3,0,23,5,2,3,9,3,1,0,2,4,5,0.10189385390938704,Low Risk
476,45,Finance,Research Scientist,2,Other,20000.0,3,3,1,3,0,0,0,2,4,3,4,0,0,1,5,4,0.3414186945758928,Medium Risk
477,39,R&D,Analyst,5,Other,20000.0,1,3,3,3,0,0,0,4,3,3,2,1,0,6,0,4,0.4224775519878174,Medium Risk
478,26,Finance,HR Manager,5,Marketing,20000.0,4,2,3,3,1,5,3,1,2,4,2,2,1,1,3,2,0.5732499497816765,Medium Risk
479,39,R&D,Sales Executive,3,Human Resources,45400.0,2,2,3,4,0,4,4,0,2,2,0,0,0,6,6,0,0.02576517128599354,Low Risk
480,47,R&D,Engineer,3,Technical Degree,20000.0,4,3,3,3,0,2,1,0,5,9,3,2,1,6,2,5,0.5257740044946442,Medium Risk
481,43,Engineering,Sales Executive,5,Marketing,20000.0,3,3,3,3,1,2,0,0,1,5,5,1,1,0,6,2,0.5736310779135954,Medium Risk
482,38,Sales,Analyst,2,Medical,20000.0,2,3,3,3,1,19,1,1,6,4,2,2,0,7,0,3,0.09506516249662339,Low Risk
483,31,Engineering,Analyst,2,Life Sciences,20000.0,3,3,3,3,0,0,0,0,1,30,2,1,1,0,0,1,0.6829077922210613,High Risk
484,44,Operations,Director,5,Marketing,20000.0,1,3,2,3,0,4,3,1,0,3,3,2,0,5,1,2,0.2479115828308807,Low Risk
485,22,R&D,HR Manager,4,Other,20000.0,3,4,1,3,0,1,1,3,2,2,2,1,0,6,3,4,0.24401703715368275,Low Risk
486,45,Marketing,Sales Executive,4,Other,20000.0,4,2,2,3,0,4,3,1,4,1,1,2,0,4,6,4,0.2150222635664118,Low Risk
487,47,Engineering,Research Scientist,2,Life Sciences,20000.0,3,2,2,3,0,8,4,1,4,6,5,0,0,0,5,1,0.1881805578696369,Low Risk
488,28,Sales,Research Scientist,2,Technical Degree,25700.0,3,2,3,4,1,8,2,0,3,2,2,1,0,7,5,5,0.020856268400014498,Low Risk
489,36,Marketing,Manager,4,Technical Degree,25700.0,3,4,4,3,0,0,0,7,2,2,2,0,0,4,4,5,0.04899862074003497,Low Risk
490,22,R&D,Sales Executive,3,Life Sciences,24500.0,4,2,3,3,1,3,1,4,4,30,5,0,0,6,6,1,0.06771224474828177,Low Risk
491,35,Sales,HR Manager,3,Life Sciences,20000.0,3,3,4,3,0,1,1,6,0,1,3,0,0,7,3,1,0.24587641078555453,Low Risk
492,30,R&D,Research Scientist,1,Human Resources,20000.0,3,4,3,4,1,1,1,2,0,11,2,1,0,6,5,0,0.36762580525649313,Medium Risk
493,24,Operations,Analyst,4,Medical,20000.0,3,3,4,3,0,0,0,2,3,11,3,1,0,5,0,3,0.3883948879026996,Medium Risk
494,38,HR,Engineer,4,Marketing,20000.0,3,3,3,3,1,0,0,1,2,2,4,2,0,2,2,2,0.39968265418452104,Medium Risk
495,50,Marketing,HR Manager,3,Technical Degree,20000.0,4,3,3,3,0,0,0,7,3,2,4,0,0,4,3,5,0.25955468137276955,Low Risk
496,44,Engineering,Manager,3,Human Resources,20000.0,3,2,3,3,0,15,8,2,0,16,1,2,0,0,4,0,0.12505098486408275,Low Risk
497,32,R&D,Manager,3,Life Sciences,20000.0,1,2,2,3,1,6,0,1,3,5,2,0,0,6,4,1,0.5520697492618942,Medium Risk
498,49,R&D,HR Manager,5,Marketing,26200.0,1,4,3,3,0,0,0,1,2,28,3,1,0,6,3,2,0.06672570235962828,Low Risk
499,44,Finance,Sales Executive,3,Medical,20000.0,2,3,3,3,0,12,4,2,2,4,2,0,0,1,6,3,0.08201655733285153,Low Risk
500,54,Finance,Sales Executive,3,Technical Degree,25500.0,3,1,3,3,1,5,3,2,4,1,2,1,0,1,6,5,0.018902031933261967,Low Risk
501,33,Sales,Sales Executive,4,Life Sciences,20000.0,4,3,4,1,0,9,0,0,3,6,4,2,0,7,6,1,0.1336141315651054,Low Risk
502,44,HR,Manager,2,Life Sciences,20000.0,3,3,4,3,0,0,0,3,3,4,1,0,0,2,4,1,0.3396633002211184,Medium Risk
503,53,Finance,Manager,3,Medical,31100.0,4,2,1,3,0,2,1,2,3,5,1,0,0,1,4,3,0.052536342976561776,Low Risk
504,22,Engineering,HR Manager,2,Marketing,20000.0,1,1,3,1,0,2,0,2,3,1,3,1,1,0,3,2,0.7906059423540153,High Risk
505,42,Operations,Director,4,Marketing,20000.0,4,4,3,3,1,1,1,4,3,29,1,1,1,5,1,2,0.8279543882254717,High Risk
506,26,Finance,Research Scientist,2,Medical,20000.0,4,2,2,3,0,5,0,2,3,1,4,0,0,1,5,3,0.2509317458120988,Low Risk
507,30,Marketing,Analyst,2,Life Sciences,20000.0,4,4,4,3,0,8,1,1,4,1,1,0,0,4,0,1,0.07608498252555113,Low Risk
508,36,Finance,Sales Executive,3,Other,20000.0,3,3,2,3,1,12,12,1,1,23,2,1,1,1,6,4,0.6136940364761359,High Risk
509,39,R&D,Sales Executive,4,Technical Degree,21500.0,2,2,4,3,0,5,3,0,2,8,2,2,0,6,6,5,0.06645907104235463,Low Risk
510,51,Sales,Analyst,1,Medical,20000.0,3,3,4,3,0,2,2,5,2,17,3,2,1,7,0,3,0.5251718964466995,Medium Risk
511,37,Sales,Manager,4,Human Resources,22900.0,2,3,4,3,0,6,2,3,1,3,3,3,0,7,4,0,0.03810991877851747,Low Risk
512,36,Finance,Engineer,3,Life Sciences,23900.0,4,2,4,3,0,9,3,0,1,6,2,2,0,1,2,1,0.01358846888086538,Low Risk
513,30,R&D,Director,3,Medical,20000.0,2,4,2,3,0,1,1,0,1,3,3,0,0,6,1,3,0.34945228387743177,Medium Risk
514,26,R&D,Manager,4,Human Resources,20000.0,4,1,2,3,0,14,1,1,5,1,2,1,0,6,4,0,0.07026499502136584,Low Risk
515,25,Finance,HR Manager,4,Technical Degree,20000.0,3,2,3,3,1,4,4,1,2,11,5,3,1,1,3,5,0.41671004041926857,Medium Risk
516,43,R&D,Engineer,1,Marketing,20000.0,3,3,3,3,0,3,3,0,4,11,3,1,0,6,2,2,0.2849910614777651,Low Risk
517,28,Sales,Analyst,5,Life Sciences,28300.0,3,2,4,3,0,6,6,1,2,14,2,0,0,7,0,1,0.056397009702336784,Low Risk
518,50,Sales,Sales Executive,5,Human Resources,20000.0,3,3,3,3,0,9,2,0,1,2,2,0,0,7,6,0,0.08161902114484318,Low Risk
519,41,Engineering,HR Manager,3,Marketing,27600.0,3,2,3,3,1,2,1,4,3,17,1,1,0,0,3,2,0.057209034140111685,Low Risk
520,47,Sales,Manager,2,Marketing,20000.0,4,3,4,3,0,0,0,0,2,4,3,0,0,7,4,2,0.2661343827854662,Low Risk
521,34,Engineering,Sales Executive,5,Medical,20000.0,1,2,1,3,0,5,5,0,2,14,4,2,0,0,6,3,0.3251999369380261,Medium Risk
522,49,R&D,Engineer,1,Life Sciences,20000.0,3,3,3,3,0,4,3,2,1,16,2,1,0,6,2,1,0.48791562941078115,Medium Risk
523,33,Marketing,Engineer,4,Human Resources,29100.0,1,4,3,3,0,0,0,0,1,1,2,2,0,4,2,0,0.04605260491104835,Low Risk
524,36,Engineering,Sales Executive,5,Medical,50900.0,3,2,3,3,1,7,0,0,2,1,3,2,0,0,6,3,0.03522464109239892,Low Risk
525,23,Finance,Analyst,1,Medical,20000.0,3,4,4,3,0,7,3,3,9,4,1,0,0,1,0,3,0.1357268455331157,Low Risk
526,23,Sales,Manager,2,Medical,20000.0,3,3,3,3,1,1,1,3,3,1,2,0,0,7,4,3,0.3845240887701189,Medium Risk
527,30,Sales,Director,4,Life Sciences,20000.0,3,4,4,3,0,2,2,1,2,20,2,3,0,7,1,1,0.3776948889846567,Medium Risk
528,39,Sales,Director,2,Other,20000.0,3,3,4,3,0,9,2,1,1,24,4,1,0,7,1,4,0.3155864380388008,Medium Risk
529,39,R&D,Manager,3,Medical,20000.0,4,2,2,3,0,6,1,0,6,5,1,0,0,6,4,3,0.3201403501611316,Medium Risk
530,42,Finance,HR Manager,3,Human Resources,20000.0,4,3,2,3,0,11,7,2,2,21,2,1,0,1,3,0,0.2164042338023416,Low Risk
531,38,Marketing,Sales Executive,2,Other,20500.0,3,3,4,3,0,4,2,0,3,30,3,0,0,4,6,4,0.09786522865139624,Low Risk
532,22,HR,HR Manager,3,Life Sciences,20000.0,3,4,4,3,0,7,1,5,1,1,2,0,0,2,3,1,0.1564843965678448,Low Risk
533,31,Engineering,Research Scientist,3,Technical Degree,20000.0,4,4,4,3,1,1,0,3,3,2,4,2,0,0,5,5,0.20631893422254324,Low Risk
534,32,Finance,Manager,2,Human Resources,20000.0,3,2,3,3,1,6,0,2,1,3,1,2,0,1,4,0,0.38369180085529214,Medium Risk
535,40,R&D,HR Manager,3,Other,20000.0,4,3,4,2,1,0,0,1,0,10,3,3,0,6,3,4,0.41460517408053754,Medium Risk
536,43,R&D,Engineer,2,Marketing,20000.0,2,1,4,3,1,4,2,2,5,5,1,0,1,6,2,2,0.7226447303001231,High Risk
537,29,Sales,Research Scientist,3,Human Resources,20000.0,4,4,1,3,0,16,1,1,1,16,1,0,0,7,5,0,0.1091474647661343,Low Risk
538,22,Finance,Research Scientist,2,Technical Degree,23600.0,1,4,3,3,0,1,1,3,4,13,3,1,0,1,5,5,0.06866709048640697,Low Risk
539,40,Engineering,HR Manager,3,Medical,20000.0,4,4,3,3,1,0,0,0,3,1,4,2,0,0,3,3,0.23770625713597188,Low Risk
540,48,R&D,Analyst,4,Human Resources,20000.0,3,3,2,3,0,1,1,0,3,1,3,2,0,6,0,0,0.2555376281380006,Low Risk
541,48,Engineering,Sales Executive,1,Technical Degree,20000.0,4,4,3,3,1,10,4,1,2,3,4,2,0,0,6,5,0.07806309888244173,Low Risk
542,32,R&D,Sales Executive,4,Other,20000.0,4,3,3,3,1,4,1,1,2,6,3,1,0,6,6,4,0.2874755915082621,Low Risk
543,34,Engineering,HR Manager,4,Human Resources,20000.0,3,1,1,3,1,7,0,3,2,4,4,1,1,0,3,0,0.6878549696386088,High Risk
544,30,R&D,Analyst,3,Human Resources,20000.0,2,4,3,3,1,0,0,3,4,10,2,1,1,6,0,0,0.5767313863420884,Medium Risk
545,47,Sales,Director,3,Technical Degree,23900.0,3,1,3,4,1,0,0,3,1,10,1,1,0,7,1,5,0.05109035529853871,Low Risk
546,34,Engineering,Sales Executive,3,Life Sciences,20000.0,4,2,2,3,1,1,0,0,4,18,2,1,1,0,6,1,0.5759606452006256,Medium Risk
547,42,HR,HR Manager,2,Human Resources,20000.0,2,2,1,3,1,3,1,4,4,1,5,1,0,2,3,0,0.3671169495158119,Medium Risk
548,36,R&D,Research Scientist,2,Technical Degree,20000.0,4,4,4,3,0,8,0,2,1,1,0,0,0,6,5,5,0.06737260540847644,Low Risk
549,44,R&D,Engineer,3,Marketing,20000.0,3,3,3,3,0,23,2,0,4,1,4,0,0,6,2,2,0.0663686706428546,Low Risk
550,51,Sales,Director,3,Other,20000.0,2,3,2,3,0,7,0,0,1,5,5,1,0,7,1,4,0.33161854383087835,Medium Risk
551,34,Engineering,Research Scientist,3,Marketing,20000.0,2,2,1,3,0,0,0,0,2,1,1,1,0,0,5,2,0.3892344347462614,Medium Risk
552,38,Sales,HR Manager,3,Life Sciences,25700.0,4,4,4,3,1,14,4,4,1,1,2,0,0,7,3,1,0.01388089044988798,Low Risk
553,35,Sales,Sales Executive,5,Other,20000.0,4,2,3,3,0,3,3,0,2,3,2,1,0,7,6,4,0.30916733573581895,Medium Risk
554,34,R&D,HR Manager,5,Life Sciences,35200.0,3,4,3,3,0,3,3,1,1,10,4,3,0,6,3,1,0.0321575458525527,Low Risk
555,29,Marketing,Manager,2,Marketing,20000.0,3,4,4,3,0,5,2,2,4,12,2,0,0,4,4,2,0.33622202535353646,Medium Risk
556,24,Marketing,Manager,2,Medical,29000.0,4,2,4,3,1,5,1,1,5,4,2,2,0,4,4,3,0.05141627358966909,Low Risk
557,22,R&D,Director,4,Life Sciences,20000.0,2,3,4,3,0,6,0,2,2,1,1,0,0,6,1,1,0.27125362772124273,Low Risk
558,36,Finance,Director,4,Human Resources,20000.0,1,3,1,3,0,4,0,4,0,2,4,1,0,1,1,0,0.25709910541414793,Low Risk
559,34,R&D,HR Manager,5,Human Resources,20000.0,3,2,4,3,1,0,0,7,3,3,3,0,1,6,3,0,0.7317195830228775,High Risk
560,43,Sales,Director,2,Other,20000.0,1,3,4,3,0,4,4,0,2,18,2,1,1,7,1,4,0.729882983599115,High Risk
561,33,Sales,Engineer,3,Human Resources,20000.0,1,3,4,3,0,13,2,1,2,1,2,0,0,7,2,0,0.14967274681981174,Low Risk
562,22,R&D,Analyst,4,Other,30300.0,2,2,4,3,1,1,1,0,2,4,1,0,0,6,0,4,0.0661574210278107,Low Risk
563,42,R&D,Analyst,4,Human Resources,20000.0,4,3,4,3,0,5,1,0,3,11,0,0,0,6,0,0,0.2765189508118656,Low Risk
564,57,R&D,Analyst,3,Other,20000.0,3,4,4,3,0,5,5,0,1,4,3,1,0,6,0,4,0.16983636542255617,Low Risk
565,32,Sales,Engineer,4,Medical,24900.0,3,4,3,3,1,2,2,1,1,24,4,1,0,7,2,3,0.05293277215849386,Low Risk
566,43,Sales,HR Manager,3,Technical Degree,25800.0,3,3,2,3,0,0,0,1,3,2,3,0,0,7,3,5,0.05042372932165195,Low Risk
567,45,Engineering,Manager,1,Marketing,20000.0,2,2,3,3,0,22,4,0,5,1,4,1,0,0,4,2,0.06526568391139996,Low Risk
